Data;Débito;Crédito;Valor;Histórico;Complemento
18/12/2025;617;793;20;;COPA
18/12/2025;617;793;45;;COPA
18/12/2025;163;812;486,22;;PAGAMENTO DE SALARIO
18/12/2025;163;812;410,84;;PAGAMENTO DE SALARIO
18/12/2025;160;812;610,16;;PAGAMENTO DE SALARIO
18/12/2025;160;812;464;;PAGAMENTO DE SALARIO
18/12/2025;160;810;2.017,38;;PAGAMENTO DE SALARIO
18/12/2025;160;810;405,65;;PAGAMENTO DE SALARIO
18/12/2025;160;810;610,16;;PAGAMENTO DE SALARIO
18/12/2025;160;810;1.344,92;;PAGAMENTO DE SALARIO
18/12/2025;160;810;610,16;;PAGAMENTO DE SALARIO
18/12/2025;160;810;915,24;;PAGAMENTO DE SALARIO
18/12/2025;565;810;45,15;;TAR. AGRUPADAS
19/12/2025;617;793;212,8;;COPA
19/12/2025;617;793;24;;COPA
19/12/2025;171;617;1.453,99;;DARF/IRRF
19/12/2025;617;793;33;;COPA
19/12/2025;617;793;240;;COPA
22/12/2025;617;793;240;;COPA
22/12/2025;617;308;50;;DOAÇÕES
22/12/2025;474;617;137,49;;CORSAN
22/12/2025;617;308;100;;DOAÇÕES
22/12/2025;810;809;1.025,03;;PROJETO DANRLEI
22/12/2025;810;809;3.073,36;;PROJETO DANRLEI
26/12/2025;617;308;480;;DOAÇÕES
29/12/2025;617;793;86,54;;TROCO SOLIDÁRIO
03/11/2025;617;786;200;;MENSALIDADE
03/11/2025;617;793;250;;PATROCINIO
03/11/2025;5;793;1.500,00;;CONVITE/PATROCINIO COSTELÃO
03/11/2025;5;793;2.169,00;;CONVITE/PATROCINIO COSTELÃO
03/11/2025;465;617;175;;VALE TRANSPORTE
03/11/2025;465;617;176;;VALE TRANSPORTE
03/11/2025;465;617;176;;VALE TRANSPORTE
03/11/2025;465;617;176;;VALE TRANSPORTE
03/11/2025;465;617;176;;VALE TRANSPORTE
03/11/2025;465;617;176;;VALE TRANSPORTE
03/11/2025;617;793;250;;PATROCINIO
03/11/2025;480;5;57,98;;CASA DO PAPEL
05/11/2025;617;793;806,64;;TROCO SOLIDÁRIO
05/11/2025;617;793;50;;CAMISETAS
05/11/2025;617;793;50;;CAMISETAS
05/11/2025;617;793;250;;PATROCINIO
05/11/2025;5;786;100;;MENSALIDADE
05/11/2025;480;5;69,99;;CASA DO PAPEL
05/11/2025;478;5;100;;MATERIAL DE CONSUMO
06/11/2025;617;793;1.339,64;;TROCO SOLIDÁRIO
06/11/2025;617;793;50;;CAMISETAS
06/11/2025;478;617;600;;MATERIAL DE CONSUMO
06/11/2025;617;793;50;;CAMISETAS
06/11/2025;617;793;10;;BRECHÓ
06/11/2025;617;793;10;;BRECHÓ
06/11/2025;617;793;50;;CAMISETAS
06/11/2025;617;793;50;;CAMISETAS
06/11/2025;617;793;150;;CAMISETAS
06/11/2025;617;793;50;;CAMISETAS
06/11/2025;617;793;100;;CAMISETAS
06/11/2025;617;793;100;;CAMISETAS
07/11/2025;617;793;50;;CAMISETAS
07/11/2025;617;793;50;;CAMISETAS
07/11/2025;617;793;50;;CAMISETAS
07/11/2025;617;308;70;;DOAÇÕES
07/11/2025;475;617;322,82;;CEEE
07/11/2025;160;617;873;;PGTO SALARIO
07/11/2025;160;617;2.187,75;;PGTO SALARIO
07/11/2025;160;617;846,8;;PGTO SALARIO
07/11/2025;160;617;1.494,30;;PGTO SALARIO
07/11/2025;160;617;839,21;;PGTO SALARIO
07/11/2025;160;617;1.052,42;;PGTO SALARIO
07/11/2025;617;308;1.300,00;;DOAÇÕES
07/11/2025;617;793;50;;CAMISETAS
07/11/2025;160;812;709,21;;PAGAMENTO DE SALARIO
07/11/2025;160;812;674,25;;PAGAMENTO DE SALARIO
10/11/2025;617;793;500;;PATROCINIO
10/11/2025;617;793;100;;CAMISETAS
10/11/2025;617;793;50;;CAMISETAS
10/11/2025;617;793;50;;CAMISETAS
10/11/2025;617;793;657,46;;TROCO SOLIDÁRIO
10/11/2025;617;793;100;;CAMISETAS
10/11/2025;480;617;180;;TONNER
10/11/2025;714;617;178,82;;L I G SEGURANÇA
10/11/2025;565;617;29;;CESTA DE RELACIONAMENTO
10/11/2025;617;793;701,75;;TROCO SOLIDÁRIO
10/11/2025;617;793;50;;CAMISETAS
11/11/2025;617;793;1.500,00;;NF GAUCHA
11/11/2025;617;793;100;;CAMISETAS
11/11/2025;617;793;50;;CAMISETAS
11/11/2025;617;793;50;;CAMISETAS
11/11/2025;617;793;100;;CAMISETAS
11/11/2025;617;793;250;;PATROCINIO
11/11/2025;617;793;250;;PATROCINIO
11/11/2025;617;793;250;;PATROCINIO
11/11/2025;617;793;100;;CAMISETAS
12/11/2025;617;793;150;;CAMISETAS
12/11/2025;617;793;50;;CAMISETAS
12/11/2025;617;793;50;;CAMISETAS
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;83;617;500;;ACORDO TRABALHISTA
12/11/2025;565;617;9;;DOC/TED INTERNET PJ
12/11/2025;565;617;9;;DOC/TED INTERNET PJ
12/11/2025;565;617;9;;DOC/TED INTERNET PJ
12/11/2025;565;617;9;;DOC/TED INTERNET PJ
12/11/2025;565;617;9;;DOC/TED INTERNET PJ
12/11/2025;478;5;90;;MATERIAL DE CONSUMO
13/11/2025;617;793;250;;PATROCINIO
13/11/2025;617;793;50;;CAMISETAS
13/11/2025;617;793;250;;PATROCINIO
13/11/2025;617;793;50;;CAMISETAS
13/11/2025;617;793;200;;CAMISETAS
13/11/2025;617;793;50;;CAMISETAS
13/11/2025;617;793;100;;CAMISETAS
13/11/2025;617;793;50;;CAMISETAS
13/11/2025;617;793;50;;CAMISETAS
14/11/2025;617;793;450;;PATR/CAM
14/11/2025;617;793;50;;CAMISETAS
14/11/2025;617;793;100;;CAMISETAS
14/11/2025;617;793;100;;CAMISETAS
14/11/2025;807;617;139,9;;INTERNET
14/11/2025;617;793;250;;PATROCINIO
17/11/2025;617;793;50;;CAMISETAS
17/11/2025;617;793;150;;CAMISETAS
17/11/2025;617;793;150;;CAMISETAS
17/11/2025;617;793;50;;CAMISETAS
17/11/2025;617;793;50;;CAMISETAS
17/11/2025;465;617;158,4;;VALE TRANSPORTE
17/11/2025;465;617;158,4;;VALE TRANSPORTE
17/11/2025;465;617;157,5;;VALE TRANSPORTE
17/11/2025;465;617;158,4;;VALE TRANSPORTE
17/11/2025;617;793;50;;CAMISETAS
17/11/2025;498;810;605,16;;ALIMENTAÇÃO
17/11/2025;498;810;985,89;;ALIMENTAÇÃO
17/11/2025;565;810;15,75;;TAR. AGRUPADAS
17/11/2025;465;812;158,4;;VALE TRANSPORTE
17/11/2025;465;812;158,4;;VALE TRANSPORTE
18/11/2025;617;793;100;;CAMISETAS
18/11/2025;617;793;100;;CAMISETAS
18/11/2025;617;793;250;;PATROCINIO
18/11/2025;617;793;200;;CAMISETAS
18/11/2025;617;793;50;;CAMISETAS
18/11/2025;478;5;23,16;;MATERIAL DE LIMPEZA
19/11/2025;617;793;100;;CAMISETAS
19/11/2025;617;793;50;;CAMISETAS
19/11/2025;617;793;100;;CAMISETAS
19/11/2025;489;617;62,5;;ATIVA MEDICINA
19/11/2025;171;617;1.771,59;;DARF/IRRF
19/11/2025;172;617;1.451,16;;FGTS
19/11/2025;489;617;231,13;;ATIVA MEDICINA
19/11/2025;704;617;645;;HONORÁRIOS CONTÁBEIS
19/11/2025;474;617;123,45;;CORSAN
19/11/2025;617;793;50;;CAMISETAS
19/11/2025;617;793;50;;CAMISETAS
19/11/2025;617;793;50;;CAMISETAS
19/11/2025;160;810;610,16;;ADIANTAMENTO SALARIAL
19/11/2025;160;810;405,65;;ADIANTAMENTO SALARIAL
19/11/2025;160;810;915,24;;ADIANTAMENTO SALARIAL
19/11/2025;160;810;610,16;;ADIANTAMENTO SALARIAL
19/11/2025;160;812;610,16;;ADIANTAMENTO SALARIAL
19/11/2025;160;812;580;;ADIANTAMENTO SALARIAL
19/11/2025;486;5;250;;ASSISTENCIA MEDICA
19/11/2025;493;5;1.189,66;;BENS DE PEQUENO VALOR
21/11/2025;617;793;50;;CAMISETAS
21/11/2025;617;793;250;;PATROCINIO
21/11/2025;617;793;250;;PATROCINIO
21/11/2025;617;793;100;;CAMISETAS
21/11/2025;617;793;50;;CAMISETAS
21/11/2025;617;793;50;;CAMISETAS
21/11/2025;565;810;13,4;;DOC/TED INTERNET PJ
21/11/2025;565;810;25,15;;TAR. AGRUPADAS
21/11/2025;160;810;1.344,92;;ADIANTAMENTO SALARIAL
21/11/2025;160;810;2.017,38;;ADIANTAMENTO SALARIAL
21/11/2025;565;810;20;;TAR. AGRUPADAS
22/11/2025;478;5;240;;MATERIAL DE CONSUMO
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;450;;CAMISETAS
24/11/2025;617;793;250;;PATROCINIO
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;150;;CAMISETAS
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;80;;CAMISETAS
24/11/2025;617;793;40;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;40;;CAMISETAS
24/11/2025;617;793;40;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;250;;PATROCINIO
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;100;;CAMISETAS
24/11/2025;617;793;50;;CAMISETAS
24/11/2025;617;793;900;;PATR/CAM
24/11/2025;617;793;300;;PATR/CAM
24/11/2025;617;793;250;;PATR/CAM
25/11/2025;617;793;1.100,00;;PATR/CAM
25/11/2025;617;748;25.000,00;;EMPRESTIMO JOARES CARLESSO
25/11/2025;7;617;10.000,00;;TRANSFERENCIA ENTRE CONTAS
25/11/2025;7;617;17.149,33;;TRANSFERENCIA ENTRE CONTAS
25/11/2025;7;617;649,9;;TRANSFERENCIA ENTRE CONTAS
25/11/2025;565;617;13;;DOC/TED INTERNET PJ
25/11/2025;565;617;13;;DOC/TED INTERNET PJ
25/11/2025;565;617;13;;DOC/TED INTERNET PJ
25/11/2025;617;793;50;;CAMISETAS
25/11/2025;617;793;50;;CAMISETAS
25/11/2025;12;7;27.799,23;;BB RENDE FACIL
26/11/2025;617;793;250;;PATROCINIO
26/11/2025;617;793;550;;PATR/CAM
26/11/2025;617;793;250;;PATROCINIO
26/11/2025;617;793;250;;PATROCINIO
26/11/2025;810;308;202,8;;DOAÇÕES
27/11/2025;617;793;250;;PATROCINIO
27/11/2025;617;793;50;;CAMISETAS
27/11/2025;617;793;250;;CAMISETAS
27/11/2025;617;793;250;;PATROCINIO
27/11/2025;617;793;250;;PATROCINIO
27/11/2025;617;793;100;;CAMISETAS
27/11/2025;617;793;250;;PATROCINIO
27/11/2025;617;793;50;;CAMISETAS
28/11/2025;617;793;100;;CAMISETAS
28/11/2025;617;793;100;;CAMISETAS
28/11/2025;163;617;762,7;;ADIANTAMENTO 13
28/11/2025;163;617;473,26;;ADIANTAMENTO 13
28/11/2025;489;617;1.000,00;;PAGAMENTO FORNECEDORES
28/11/2025;163;812;483,33;;ADIANTAMENTO 13
28/11/2025;163;812;572,03;;ADIANTAMENTO 13
28/11/2025;5;786;60;;MENSALIDADE
01/10/2025;617;786;50;;MENSALIDADE
01/10/2025;617;786;200;;MENSALIDADE
01/10/2025;465;617;402,5;;VALE TRANSPORTE
01/10/2025;465;617;404,8;;VALE TRANSPORTE
01/10/2025;465;617;404,8;;VALE TRANSPORTE
01/10/2025;465;617;404,8;;VALE TRANSPORTE
01/10/2025;617;793;3.325,53;;TROCO SOLIDÁRIO
01/10/2025;565;617;9;;DOC/TED INTERNET PJ
01/10/2025;565;617;9;;DOC/TED INTERNET PJ
01/10/2025;565;617;9;;DOC/TED INTERNET PJ
01/10/2025;465;812;809,6;;VALE TBANRISUL
01/10/2025;5;308;100;;DOAÇÕES
01/10/2025;478;5;19,98;;MATERIAL DE CONSUMO
03/10/2025;617;793;778,97;;TROCO SOLIDÁRIO
03/10/2025;160;617;746,8;;ADIANTAMENTO SALARIAL
03/10/2025;160;617;1.052,42;;ADIANTAMENTO SALARIAL
03/10/2025;160;617;1.494,30;;ADIANTAMENTO SALARIAL
03/10/2025;160;617;2.187,75;;ADIANTAMENTO SALARIAL
03/10/2025;160;617;800,73;;ADIANTAMENTO SALARIAL
03/10/2025;160;617;839,21;;ADIANTAMENTO SALARIAL
03/10/2025;475;617;282,96;;CEEE
03/10/2025;565;617;9;;DOC/TED INTERNET PJ
03/10/2025;565;617;9;;DOC/TED INTERNET PJ
03/10/2025;565;617;9;;DOC/TED INTERNET PJ
03/10/2025;565;617;9;;DOC/TED INTERNET PJ
03/10/2025;565;617;9;;DOC/TED INTERNET PJ
03/10/2025;160;812;709,21;;PAGAMENTO DE SALARIO
03/10/2025;160;812;674,25;;PAGAMENTO DE SALARIO
03/10/2025;481;5;100;;MANUTENÇÃO E CONSERVAÇÃO
06/10/2025;617;308;70;;DOAÇÕES
06/10/2025;498;810;1.267,55;;ALIMENTAÇÃO
06/10/2025;498;810;45,42;;ALIMENTAÇÃO
06/10/2025;5;786;100;;MENSALIDADE
06/10/2025;478;5;250;;MATERIAL DE CONSUMO
07/10/2025;617;793;150;;PATROCINIO
07/10/2025;617;793;300;;PATROCINIO
08/10/2025;617;308;7.000,00;;DOAÇÕES
08/10/2025;617;793;250;;PATROCINIO
08/10/2025;481;5;189;;MANUTENÇÃO E CONSERVAÇÃO
09/10/2025;617;793;1.169,96;;TROCO SOLIDÁRIO
09/10/2025;617;308;100;;DOAÇÕES
09/10/2025;808;615;19.760,22;;GUIA ARRECADAÇÃO - DEV DE PROJETO PRO SOCIAL
10/10/2025;617;308;100;;DOAÇÕES
10/10/2025;617;308;100;;DOAÇÕES
10/10/2025;617;793;835,26;;TROCO SOLIDÁRIO
10/10/2025;714;617;178,82;;L I G SEGURANÇA
10/10/2025;480;617;180;;TONNER
10/10/2025;565;617;29;;CESTA DE RELACIONAMENTO
10/10/2025;5;308;250;;DOAÇÕES
10/10/2025;480;5;72,19;;CASA DO PAPEL
13/10/2025;617;786;200;;MENSALIDADE
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;807;617;88,6;;INTERNET
13/10/2025;481;617;460;;MANUTENÇÃO E CONSERVAÇÃO
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;83;617;500;;ACORDO TRABALHISTA
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;565;617;9;;DOC/TED INTERNET PJ
13/10/2025;5;308;1.000,00;;DOAÇÕES
14/10/2025;617;308;200;;DOAÇÕES
14/10/2025;617;793;250;;PATROCINIO
14/10/2025;617;793;250;;PATROCINIO
14/10/2025;617;793;250;;PATROCINIO
14/10/2025;498;810;148,21;;ALIMENTAÇÃO
14/10/2025;498;810;340,38;;ALIMENTAÇÃO
14/10/2025;498;810;135,82;;ALIMENTAÇÃO
14/10/2025;498;810;1.622,92;;ALIMENTAÇÃO
14/10/2025;565;810;16,16;;TAR. AGRUPADAS
15/10/2025;617;793;750;;PATROCINIO
15/10/2025;617;793;250;;PATROCINIO
15/10/2025;478;5;49,9;;MATERIAL DE CONSUMO
15/10/2025;493;5;189,9;;BENS DE PEQUENO VALOR
15/10/2025;478;5;350;;MATERIAL DE CONSUMO
17/10/2025;617;793;42,74;;TROCO SOLIDÁRIO
17/10/2025;5;786;60;;MENSALIDADE
17/10/2025;617;308;1.500,00;;DOAÇÕES
20/10/2025;617;308;200;;DOAÇÕES
20/10/2025;617;308;50;;DOAÇÕES
